#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
644,Grae Kessinger,HOU,R,SS,SS,15,44,39,4.8,0.9,4.3,0.6,8.0,5.4,1.6,0.1,12.6,12.0,4.0,0.5,0.3,0.3,0.3,0.205,0.283,0.323,0.606,0.268,666197
645,Rodolfo Castro,PHI,S,2B/SS,2B/SS/ 3B,15,44,40,5.4,1.7,5.3,0.6,8.9,5.5,1.5,0.2,15.8,12.3,3.6,0.5,0.3,0.2,0.3,0.225,0.295,0.399,0.694,0.279,666801
646,Ryan Kreidler,DET,R,SS,SS/3B,15,44,38,4.7,1.1,4.3,1.0,8.2,5.5,1.4,0.1,13.2,12.5,4.1,0.6,0.3,0.3,0.4,0.215,0.297,0.346,0.643,0.285,668952
647,Jeter Downs,NYY,R,2B,2B,15,44,38,4.9,1.2,4.5,1.2,7.7,4.8,1.5,0.1,13.2,13.1,4.2,0.6,0.3,0.3,0.4,0.202,0.286,0.345,0.632,0.269,669023
648,Bryce Johnson,SD,S,DH,OF,15,44,39,4.6,0.7,4.0,1.8,8.6,5.9,1.7,0.2,13.0,13.2,3.7,0.5,0.3,0.3,0.6,0.220,0.292,0.334,0.625,0.308,669369
649,Zack Short,NYM,R,2B,2B/SS/ 3B,15,44,38,4.9,1.1,4.1,0.6,7.4,4.7,1.6,0.1,12.2,13.4,5.6,0.4,0.3,0.3,0.2,0.195,0.302,0.325,0.627,0.268,670097
650,Lazaro Armenteros,OAK,R,OF,OF,15,44,38,4.5,1.2,4.2,0.9,7.7,4.7,1.6,0.2,13.3,17.1,4.1,0.6,0.3,0.3,0.4,0.200,0.282,0.346,0.629,0.315,670860
651,Heliot Ramos,SF,R,OF,OF,15,44,39,4.8,1.2,4.6,0.8,9.2,6.2,1.5,0.2,14.8,12.0,3.3,0.4,0.3,0.3,0.3,0.232,0.295,0.376,0.670,0.300,671218
652,Alexander Canario,CHC,R,OF,OF,15,44,40,5.3,1.7,5.4,0.6,9.1,5.5,1.8,0.2,16.4,12.7,3.3,0.3,0.3,0.3,0.2,0.231,0.291,0.415,0.705,0.290,672744
653,Tucupita Marcano,SD,L,SS,2B/SS,15,44,39,4.9,0.8,4.5,1.0,9.9,6.5,2.4,0.2,15.2,7.9,3.5,0.4,0.3,0.3,0.4,0.251,0.315,0.385,0.699,0.294,672779
654,Kevin Smith,NYY,R,SS,SS/3B,15,44,40,4.9,1.6,5.2,0.8,8.7,5.3,1.7,0.1,15.4,13.5,2.7,0.3,0.3,0.3,0.3,0.219,0.270,0.386,0.656,0.285,675656
655,Alika Williams,PIT,R,SS,SS,15,44,40,4.7,0.8,4.1,0.4,9.2,6.5,1.8,0.1,13.6,9.5,3.4,0.5,0.3,0.3,0.2,0.234,0.297,0.342,0.639,0.286,675961
656,Kyren Paris,LAA,R,SS,SS,15,44,38,5.0,0.9,4.1,1.5,7.9,5.2,1.7,0.1,12.5,14.3,4.9,0.5,0.3,0.3,0.5,0.209,0.303,0.331,0.634,0.305,677347
657,Jordyn Adams,LAA,R,OF,OF,15,44,40,4.5,0.9,4.3,1.9,8.5,5.6,1.7,0.2,13.4,13.9,2.9,0.4,0.3,0.3,0.7,0.212,0.268,0.335,0.603,0.295,677941
658,Drew Millas,WSH,S,C,C,15,44,39,4.6,0.7,4.1,0.4,9.1,6.2,2.0,0.2,13.7,9.3,4.4,0.4,0.3,0.3,0.2,0.236,0.315,0.355,0.670,0.291,686452
659,Brett Harris,OAK,R,3B,3B,15,44,39,4.6,0.9,4.1,0.5,8.9,5.9,1.9,0.1,13.8,9.5,3.4,0.7,0.3,0.3,0.2,0.228,0.297,0.354,0.651,0.276,695391
660,Cam Collier,CIN,L,3B,3B,15,44,40,3.9,0.7,3.6,0.3,7.3,5.2,1.3,0.1,10.9,13.0,2.9,0.5,0.3,0.3,0.1,0.181,0.241,0.271,0.512,0.245,702253
661,Tyler Heineman,BOS,S,DH,C,15,43,38,4.9,0.6,4.1,0.6,9.1,6.5,1.8,0.3,13.1,8.8,3.8,0.6,0.3,0.3,0.2,0.237,0.311,0.342,0.653,0.291,13897
662,Zach Remillard,CHW,R,2B,2B/OF,15,43,38,4.3,0.7,3.7,1.0,8.4,5.9,1.8,0.1,12.4,11.0,3.6,0.6,0.3,0.3,0.4,0.222,0.296,0.326,0.621,0.292,621545
663,Brett Sullivan,SD,L,C,C,15,43,39,4.8,0.8,4.3,0.6,9.1,5.6,2.5,0.1,14.2,7.4,3.3,0.3,0.3,0.3,0.2,0.234,0.296,0.369,0.665,0.269,664954
664,Tyler Fitzgerald,SF,R,OF,OF,15,43,39,4.5,1.1,4.3,1.2,8.5,5.7,1.4,0.3,13.8,13.0,2.7,0.5,0.3,0.3,0.4,0.219,0.274,0.353,0.627,0.295,666149
665,Bubba Thompson,CIN,R,OF,OF,15,43,40,4.7,0.9,4.5,2.7,9.4,6.0,2.3,0.2,14.8,12.0,2.4,0.5,0.3,0.3,0.7,0.237,0.285,0.372,0.657,0.314,669352
666,Darick Hall,PHI,L,1B,1B,15,43,39,5.6,1.9,5.7,0.1,9.2,5.4,1.7,0.1,17.0,11.0,3.8,0.4,0.3,0.2,0.1,0.238,0.310,0.440,0.751,0.279,669742
667,Cam Eden,TOR,R,OF,OF,15,43,39,4.4,0.7,3.9,1.9,8.3,5.6,1.9,0.1,12.4,12.8,3.1,0.8,0.3,0.3,0.6,0.215,0.282,0.323,0.605,0.300,686490
668,Jacob Wilson,OAK,R,SS,SS,15,43,40,3.6,0.5,3.4,0.6,8.3,6.1,1.6,0.1,11.6,8.1,1.8,0.5,0.3,0.3,0.2,0.209,0.250,0.291,0.541,0.249,805779
669,Evan White,LAA,R,1B,1B,14,42,38,5.2,1.9,5.5,0.5,8.5,5.0,1.6,0.1,16.0,11.5,3.3,0.5,0.3,0.3,0.2,0.227,0.293,0.426,0.719,0.272,657108
670,Joey Bart,SF,R,C,C,15,42,38,4.3,1.0,3.9,0.3,8.0,5.6,1.2,0.1,12.4,13.6,3.1,0.6,0.3,0.3,0.1,0.212,0.279,0.330,0.609,0.300,663698
671,Rafael Marchan,PHI,S,C,C,14,42,37,4.7,0.6,4.0,0.3,8.8,6.2,1.8,0.2,12.9,6.3,3.6,0.7,0.3,0.3,0.1,0.236,0.311,0.345,0.656,0.267,665561
672,Ben Rortvedt,NYY,L,C,C,14,42,37,5.1,1.4,4.7,0.3,7.7,4.6,1.6,0.1,13.6,11.9,3.7,0.5,0.3,0.3,0.1,0.210,0.286,0.371,0.657,0.267,666163
673,Korey Lee,CHW,R,C,C,15,42,39,4.4,1.2,4.3,0.8,8.2,5.0,1.9,0.1,13.8,12.1,2.4,0.3,0.3,0.3,0.3,0.212,0.261,0.356,0.617,0.274,686676
674,Jake Lamb,PIT,L,DH,1B,13,38,33,4.3,1.0,3.9,0.2,7.5,4.7,1.6,0.1,12.3,10.5,4.0,0.5,0.3,0.2,0.1,0.225,0.315,0.372,0.688,0.294,13329
675,Mike Zunino,FA,R,C,C,13,37,33,4.1,1.5,4.3,0.2,6.3,3.5,1.2,0.1,12.3,13.4,2.9,0.5,0.3,0.3,0.1,0.190,0.260,0.371,0.631,0.258,13265
676,Manny Pina,FA,R,C,C,12,36,32,4.1,1.3,4.2,0.3,7.2,4.5,1.3,0.1,12.6,7.7,2.6,0.5,0.3,0.2,0.1,0.224,0.289,0.389,0.678,0.253,2829
677,Sandy Leon,KC,S,DH,C,13,36,31,3.5,0.6,3.0,0.3,6.2,4.4,1.2,0.1,9.3,10.0,3.3,0.4,0.3,0.2,0.1,0.198,0.277,0.296,0.572,0.267,5273
678,Carlos Narvaez,NYY,R,C,C,12,36,31,3.9,0.8,3.4,0.3,6.2,4.1,1.2,0.1,9.9,10.6,3.8,0.5,0.3,0.2,0.1,0.201,0.294,0.324,0.618,0.274,665966
679,Jacob Hurtubise,CIN,L,OF,OF,12,35,30,4.2,0.5,3.2,1.3,7.4,5.4,1.2,0.3,10.6,7.4,4.2,0.9,0.3,0.2,0.5,0.248,0.353,0.358,0.710,0.312,674441
680,Carson McCusker,MIN,R,OF,OF,12,35,33,3.2,1.1,3.4,0.2,5.9,3.8,0.9,0.1,10.1,13.0,1.7,0.3,0.3,0.2,0.1,0.181,0.226,0.312,0.538,0.258,676812
681,Rece Hinds,CIN,R,SS,SS,12,35,32,4.2,1.4,4.5,0.7,7.4,3.8,2.0,0.2,13.9,12.2,2.0,0.3,0.3,0.2,0.3,0.227,0.277,0.430,0.707,0.312,677956
682,Jhonkensy Noel,CLE,R,3B,3B,12,35,32,4.0,1.3,4.1,0.2,7.0,4.1,1.5,0.1,12.5,9.4,2.4,0.5,0.3,0.2,0.1,0.219,0.281,0.395,0.676,0.265,678877
683,Angel Martinez,CLE,S,SS,SS,12,35,32,3.6,0.6,3.3,0.4,7.3,4.8,1.7,0.2,11.3,7.7,2.5,0.4,0.3,0.2,0.2,0.230,0.290,0.354,0.645,0.282,682657
684,Luisangel Acuna,NYM,R,SS,SS,12,35,32,3.7,0.5,3.2,1.5,7.6,5.5,1.5,0.1,10.7,7.9,2.6,0.2,0.3,0.2,0.5,0.238,0.296,0.337,0.633,0.298,682668
685,Juan Brito,CLE,S,2B,2B,12,35,31,3.9,0.6,3.4,0.4,7.2,4.7,1.9,0.1,11.2,7.0,3.6,0.3,0.3,0.2,0.2,0.236,0.320,0.365,0.685,0.283,682877
686,Cole Fontenelle,LAA,S,3B,3B,12,35,33,3.0,0.7,3.0,0.5,5.9,4.2,0.8,0.1,9.0,10.4,1.5,0.4,0.3,0.2,0.2,0.180,0.222,0.278,0.500,0.237,694304
687,Ivan Melendez,ARI,R,3B,3B,12,35,32,3.9,1.3,4.1,0.3,7.1,4.4,1.3,0.1,12.6,12.0,2.0,0.5,0.3,0.2,0.1,0.221,0.274,0.391,0.665,0.304,699471
688,Nate Eaton,KC,R,OF,OF,12,34,31,3.7,0.8,3.5,1.2,7.0,4.8,1.2,0.2,10.9,8.4,2.3,0.4,0.3,0.2,0.4,0.230,0.287,0.357,0.645,0.290,681987
689,Romy Gonzalez,BOS,R,2B,2B/OF,12,33,31,3.9,1.0,3.8,1.0,7.1,4.5,1.3,0.3,12.0,10.4,2.0,0.3,0.3,0.2,0.4,0.233,0.282,0.392,0.674,0.317,663853
690,Jose Fermin,STL,R,DH,2B/3B,11,33,28,3.9,0.7,3.3,0.5,7.0,4.9,1.3,0.1,10.6,4.5,3.2,0.6,0.2,0.2,0.2,0.248,0.330,0.374,0.704,0.271,665877
691,Jose Barrero,TEX,R,SS,SS/OF,12,33,30,3.7,0.9,3.6,0.8,6.5,4.1,1.3,0.1,10.9,10.8,2.1,0.5,0.3,0.3,0.3,0.215,0.274,0.361,0.634,0.296,676480
692,Diego Cartaya,LAD,R,C,C,11,33,29,3.8,1.2,3.9,0.1,5.9,3.3,1.3,0.0,11.0,10.1,2.6,0.5,0.2,0.2,0.1,0.201,0.271,0.376,0.647,0.255,682616
693,Hunter Dozier,LAA,R,DH,3B,11,32,29,3.5,1.0,3.6,0.4,6.4,3.9,1.4,0.2,11.1,9.3,2.6,0.3,0.2,0.1,0.2,0.223,0.289,0.384,0.673,0.289,15117
694,Andrew Velazquez,ATL,S,SS,SS,11,32,29,3.5,0.6,3.0,1.8,5.8,3.9,1.3,0.1,9.1,10.4,2.4,0.2,0.2,0.2,0.5,0.204,0.267,0.317,0.585,0.294,623205
695,Buddy Kennedy,DET,R,2B,2B,11,32,28,3.2,0.5,2.8,0.3,6.4,4.6,1.1,0.3,9.3,7.3,3.5,0.4,0.2,0.2,0.1,0.231,0.321,0.338,0.659,0.295,671083
696,Hunter Feduccia,LAD,L,C,C,11,32,28,3.6,0.8,3.3,0.1,5.9,3.6,1.4,0.1,9.9,8.6,3.0,0.2,0.2,0.2,0.0,0.211,0.287,0.354,0.641,0.271,676439
697,Pedro Pages,STL,R,C,C,11,32,29,3.5,0.7,3.2,0.2,6.3,4.2,1.3,0.1,10.0,8.1,2.8,0.3,0.2,0.2,0.1,0.219,0.291,0.345,0.636,0.276,686780
698,Joey Loperfido,HOU,L,OF,OF,11,32,28,3.7,0.9,3.5,0.7,6.5,4.4,1.1,0.1,10.6,9.2,2.6,0.3,0.2,0.2,0.3,0.230,0.298,0.372,0.670,0.304,694388
699,Chris Owings,LAD,R,2B,2B/SS,11,31,27,3.5,0.8,3.3,0.4,5.7,3.5,1.3,0.1,9.7,9.7,2.7,0.2,0.2,0.2,0.1,0.208,0.282,0.355,0.637,0.286,10030
700,Jose Iglesias,NYM,R,SS,SS,11,31,29,3.1,0.4,2.9,0.3,7.3,5.3,1.5,0.1,10.1,5.2,1.3,0.4,0.2,0.2,0.1,0.252,0.290,0.350,0.641,0.292,10231
701,Jorge Alfaro,CHC,R,DH,C,11,31,29,3.2,0.7,3.2,0.3,6.8,4.7,1.2,0.1,10.4,9.3,1.4,0.5,0.2,0.2,0.1,0.235,0.277,0.362,0.639,0.318,12180
